C1M1,C2M1,C3M1,C1M2,C2M2,C3M2,C1M3,C2M3,C3M3,C1M4,C2M4,C3M4,C1M5,C2M5,C3M5,C1M6,C2M6,C3M6
1.86801554802896,1.80831173635071,1.77913933654284,1.4209494712043,1.64396241257844,1.58223807664397,1.57158184252832,1.69585261189064,1.61296777746991,1.63801923777133,1.65016233891587,1.60924174397254,1.67920765662864,1.44767318127277,1.53048216070519,1.4617853728136,1.62270096682814,1.50524755051013
1.71871071643493,1.64684486073013,1.94517546140969,1.7031386430063,1.35898993945503,1.67092506479345,1.47761010122469,1.44123179827188,1.37565516931161,1.3677694985491,1.51751606029714,1.47759592712133,1.60892425901674,1.63569718306679,1.63308891135944,1.75034595909096,2.05010401996605,1.72199224276615
1.68020239203816,2.15019932320136,1.81896908835049,1.5310051367751,1.40392942004246,1.96589488374175,1.39488905684283,1.25852251252409,1.76367036229676,1.96465530655884,1.8992115877893,2.12978320272556,1.74427898850692,1.46596530919654,1.73356843943367,1.73910607337259,1.58704278174253,2.13321518495928
1.61575062652326,1.56383772168863,1.60173298472868,1.43445906069703,1.51684329665409,1.52467648031148,1.44273832307194,1.4832191834901,1.40539398336929,1.59211614806472,2.11366570952245,1.7027265953812,1.39567860014869,1.54421094400968,1.46620936609903,1.79185954505315,1.69604248115051,1.75172313621308
1.79124220680644,1.75748424308144,2.07976940932219,1.87757144998946,1.63125034621751,1.68125729383435,1.62054845065163,1.43986442793802,1.3188256025508,1.6481342915417,1.5853341452268,1.92705266508943,1.29628889282305,1.5632992654628,1.45429614352227,1.52243902276247,1.60920758983834,1.91053970804359
1.45451799506921,1.45066566238991,1.36422935617965,1.4962896115622,1.47497923886649,1.55189560499936,1.3975645569163,1.36524976221562,1.36765648690325,1.66531638181768,1.60168629848593,1.75413924336512,1.42242066386012,1.62314659170166,1.44147524506227,1.65705670689207,1.58442950378295,1.53640695226565
1.45363652502714,1.25491420490096,1.59707963779513,1.59552748482669,1.77493499222209,1.68795309300383,1.54308542735467,1.43202556773783,1.38654337048526,1.28070164277846,1.86315375651804,1.51747288439258,1.38047319923119,1.69796619954698,1.73792405878346,1.57972962764515,1.80071494386393,1.63725083677336
1.50693057402819,1.48110654639558,1.55986030650885,1.70908999517448,1.55809954114868,1.44656314255012,1.35931398692741,1.37402049342602,1.51466841094164,1.51694134277229,1.75865159937455,1.39375097840904,1.7261246807568,1.49965650476197,1.85472440633094,1.57916224875054,1.73206298018256,1.75693889058912
1.4437773512684,1.49702261215732,1.75469067631847,1.53884510732552,1.53600114230437,1.42776449391272,1.52629621929889,1.39664763331683,1.36720812082677,1.64409846614444,1.61884293043324,1.6357208647584,1.39610279273688,1.46116083668096,1.45234687929912,1.62554337303044,1.54682417665533,1.59767934687454
1.83970876994418,1.96785776412666,1.92795937877334,1.91528639712625,1.78682967300719,2.25973450726007,1.65305229499518,1.7806954269288,2.06943322324617,2.12646577558158,1.87228514050526,1.83248141496309,1.75886157816317,1.87434707764785,1.79635678610121,1.72993229151722,1.71987855145172,1.88723651510467
1.81861663868226,1.57245793570225,1.93782284661768,1.77598385577326,1.76110218166047,1.86164115719953,1.73891698163266,1.80037908437882,1.92448838593409,1.99233719167648,2.0900373743429,1.96167706834723,1.87218668093139,2.20019014576088,1.6383321104226,1.67500820589896,1.84535669132316,1.87996070416248
1.4120423408171,1.38629463260227,1.36412144780476,1.50603785011148,1.57518299720311,1.40314279243976,1.30747254494475,1.50435774834022,1.53634590780848,1.62782622916538,1.59428752140841,1.64869819253371,1.48779717051034,1.47242684182612,1.52233876294896,1.51525000226053,1.5589539627934,1.42925078321845
1.49379772197879,1.71858663068506,1.49551256864265,1.9958047732497,1.7161505775138,1.71850097895128,1.42950056370984,1.503105890291,1.72121504516572,1.86851759564386,1.81223999820018,1.83317708710301,1.58707768220641,1.55962568417366,1.67387024373817,1.82373964442286,1.67900435905285,1.87107631717364
1.41638093211131,1.44522383401267,1.38588333237199,1.39078620000684,1.67857805587398,1.94467380176561,1.53045047745433,1.28358905522113,1.66987395057808,1.49477789310004,1.7748244031707,1.80077457171561,1.60161134299101,1.31900097805759,1.78355569551609,1.76195215610182,1.70901600362961,1.75529295928353
1.64422241288737,1.72272735109382,1.82306144723725,1.73554788686331,1.85810615826272,1.6058570856869,1.64234437359525,1.59197173320891,1.65172209842196,1.71927541501056,1.84813803009246,1.69543540537018,1.62492460048847,1.82520447138065,1.3458293463581,1.44787449972895,1.81948564008985,1.75675028641732
1.64437638661509,1.74751861655273,1.64458775283235,1.80351510018442,1.93596290483647,1.83084869255371,1.52536971611867,1.7269848950779,1.65761191633202,1.90898153016237,1.99811407242193,1.40288395271591,2.03906510878402,1.82457897694916,1.53017772208768,1.7756443235294,1.68210773309224,1.67427955337635
1.51310183450711,1.59407427027738,1.4697307484785,1.37369212190328,1.71939588353833,1.55450288056842,1.95368426765774,1.86946874893926,1.68931770733324,1.84196577331518,1.75347764902401,1.73014810468575,1.79771410521137,1.69804639516113,1.56083060565402,1.73391206327045,1.62135848575187,1.49032207236635
1.49095948635035,1.59321013072413,1.74937534492513,1.59564173715916,1.49107099233535,1.60346943591741,1.73516148515182,1.96391925690979,1.8301676322881,1.96522710162249,1.91201100871113,1.97303077603585,1.60395003509809,1.67905865265577,1.59342695950746,1.72303104681933,1.71322002404441,1.49846820175329
1.91346459442467,1.61422484174258,1.9256760294911,1.89783156165966,1.40314643537628,1.84912644829376,1.89070734766686,1.71046768286556,1.74303693046839,1.56445678698593,1.83272633770053,1.83969585761026,1.50648742991447,1.33746309914845,1.80227457522536,1.65883202884479,1.60665891565021,1.92746322936135
1.52381130345682,1.70920109631556,1.64523367697362,1.48491312517979,1.53143511459134,1.64125516728705,1.68966982837077,1.74475746923657,2.03158573169981,1.80625897596395,1.62650071008319,1.83362261848989,1.51536724159733,1.41399794658864,1.44385020102193,1.61425475895758,1.5177098209067,1.82263575090294
1.56125597519846,1.68638368190622,1.51317392192008,1.59058600759704,1.94516971794736,1.55703583184721,1.86349131812778,1.9668391623805,1.64978848368724,1.82929048449952,1.96026019216144,1.95623549863546,1.56630900980235,1.57270754656724,1.72506821759955,1.62755328954929,1.51936076074802,1.45545653432028
1.60680819267038,1.73082662615687,1.90173713672198,1.58893373278199,1.74937158494181,1.80580151438559,1.92447927619205,1.53495179147765,1.90612780359355,2.02857487805097,1.80644743413895,2.03890369801107,1.70049747217384,1.7681192745377,1.57745420598718,1.65803603437644,1.68635692254327,1.6407896033928
1.82614927961595,1.83132681397702,1.73839990706752,1.5174407685758,1.69784180720828,1.613614441662,1.55272422691312,1.5810792638207,1.71903320382771,1.58757567276742,1.89006578280007,1.9271730887334,1.38546404804513,1.48398879183837,1.51739639510637,1.64236790963359,1.51619343383386,1.7794740250444
1.68364013182904,2.01479268112604,1.80863312351393,1.59930987936033,1.75252873724213,1.78695375957592,1.62597786461251,1.59394377516918,1.65881747751684,1.90304942918465,1.68276739101969,1.7311141425565,1.48337942883849,1.58927056329883,1.46480818003571,1.69506514423033,1.45816665753602,1.61780708578614
1.96200731315008,1.74559102978991,1.78427220237279,1.52930300560009,1.60258167987851,1.64751844621215,1.87981309730584,1.77264984796901,1.76292952424117,1.48835917438163,1.8119630587432,1.62975792742378,1.72960437608684,1.72451928028563,1.56811068162523,1.90241303703733,1.68492404623217,1.65584337956417
1.9206431319267,2.04763032418671,1.78498386602038,1.69097057435326,1.36934884440397,1.32936824497042,1.71570161847592,1.74802379015019,1.50759393807955,1.6372681191314,1.72677287385753,1.65181571159615,1.92161720601579,2.01716286404219,1.69268162751185,1.87135915997842,1.75067953843484,1.72887672280295
2.02413171320407,1.88985631364508,1.72422703674118,1.54339710293302,1.65199962197788,1.55499477455849,1.7877792269955,1.82103210979103,1.79497510277007,1.70825822113948,1.74657626718887,1.61386948264257,1.84248258524104,1.71730840578644,1.63981785852637,1.68836930065967,1.81060199711707,1.89448381446047
1.78878680532093,1.86854762546289,1.78594300306144,1.29790567749324,1.35457236601945,1.31314956575796,1.86024871306621,1.73811672254508,1.75401031885565,1.62414702622907,1.57379798265115,1.80323320378556,1.64030245736509,1.85055339801768,1.71015888023082,1.95649798931121,1.95486733428602,1.92827462499331
1.63041951820017,2.18067084513282,1.95362892819891,1.72640666832731,1.58458691387576,1.45934410495448,1.69691888770304,2.07467076925228,1.95769368917559,1.91387855283629,2.17876645265797,1.90248076018192,1.8068991612742,2.11247791296154,1.88989406018692,1.86287689287139,1.94996530536782,1.75691225235078
1.95171406544874,2.00077632199928,2.06956184355075,1.57900858464171,1.6114987053305,1.58737618156413,1.71995757434909,1.56991128384871,1.66367824862275,1.97073373681999,1.90593470423761,2.09901365121136,1.77788916538348,1.66237957492215,1.7744729257405,1.89501224544756,1.76568528493106,1.87604248591594
1.68803763467166,2.01029023323271,2.03541116812508,1.47385977305842,1.61243053800974,1.60285088894777,1.97372497127451,1.82424911777385,1.57988970160316,1.65544282228535,1.72209965346284,1.75898276469155,2.10056839556737,1.84367518068292,1.7196499852472,1.9477607531003,1.9355479864415,1.61756613293548
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
