C1M1,C2M1,C3M1,C1M2,C2M2,C3M2,C1M3,C2M3,C3M3,C1M4,C2M4,C3M4,C1M5,C2M5,C3M5,C1M6,C2M6,C3M6
0.338815812395243,0.388242237764011,0.434518690642007,0.445826600462621,0.473448958591006,0.447242557895372,0.466565416223351,0.45419556043152,0.401453058925218,0.410985575627718,0.598181226503392,0.491480913617355,0.382829659359663,0.330057808819822,0.431207434092943,0.41607766186403,0.514922115283336,0.520541888998337
0.51051718935179,0.38071726912296,0.475374364924414,0.328950574196185,0.360225410293817,0.3666290518292,0.286987369105901,0.356830238518849,0.368828835622036,0.290130585760708,0.436836010991519,0.468971361364768,0.274245702983256,0.318528306443684,0.51486615806185,0.436747938989354,0.406538131324486,0.572712191983652
0.357653830116383,0.430067642483881,0.387199965165592,0.388089750284315,0.403690693668749,0.466422071401965,0.448740783249825,0.428064197810327,0.404802147039168,0.320498630198598,0.474457094605449,0.505319302012759,0.528395259064598,0.462351595797959,0.418843361094845,0.51089465499726,0.491296510169267,0.417549621892866
0.479553221101266,0.437180553715314,0.413870271920918,0.426913258990885,0.394260856040265,0.36616930385239,0.306476039693117,0.379946527972329,0.328132206198578,0.346086230884566,0.384475341617539,0.384494791349628,0.350637756750861,0.321791077758584,0.401171838084101,0.392650322383177,0.423464513063186,0.429537617275187
0.43128316842184,0.430060486735203,0.353232374354323,0.399031375785891,0.377992290805096,0.458432156593552,0.404740286271266,0.446091491329793,0.464669954148432,0.530444838821867,0.531271369889757,0.508903413797366,0.460929943795661,0.383354969185564,0.429749649388481,0.515872257541284,0.477246866535033,0.487715355155257
0.471351397257865,0.416576951806616,0.423052404029471,0.328379466309481,0.335801913830916,0.343483511020984,0.344759660419871,0.231839131235513,0.329551137280298,0.357210807274791,0.437405850548364,0.432423569014023,0.339239717807618,0.352237584082438,0.416603934149905,0.457363362058323,0.544828823574493,0.454430992989465
0.451901543006921,0.630950281447559,0.439617045840851,0.315139098707805,0.433550911733173,0.348237819996943,0.390667503029274,0.445373699801055,0.454701747450779,0.374851757139403,0.527482272264859,0.475160346803074,0.357340382855612,0.508767672608204,0.419249626498882,0.471167767327291,0.537726771218835,0.550981232335314
0.2488642948365,0.427264161700439,0.450036719888692,0.390071230859835,0.372300969295377,0.325374320335937,0.431291224703857,0.428476871305302,0.334521450981969,0.472932326692559,0.457923514451394,0.441669672554157,0.293727399136588,0.597247550411069,0.464814361220209,0.377115380166732,0.571949516525961,0.358419750486966
0.315093903032436,0.472331845605968,0.394771787547026,0.320196591197843,0.285773316538098,0.285913500184042,0.382187778597414,0.478989522045208,0.404364324816869,0.49323045971706,0.608498686821581,0.559820173128824,0.322628594906881,0.468528791731474,0.432354386918275,0.355041618352254,0.57014545781461,0.502263236292872
0.43263909009582,0.422644145289399,0.399959775453979,0.539473069870931,0.527658511928907,0.417007737959923,0.36880831961051,0.480655262310657,0.45029014001776,0.426594049594301,0.601432030872437,0.569155370184931,0.436808761347964,0.58115338114217,0.542340183329682,0.437740776048074,0.515135107288564,0.460842102874669
