C1M1,C2M1,C3M1,C1M2,C2M2,C3M2,C1M3,C2M3,C3M3,C1M4,C2M4,C3M4,C1M5,C2M5,C3M5,C1M6,C2M6,C3M6
1.64160895350755,1.67193908766294,1.69015179246394,1.46784957197654,1.49142136075449,1.55089344087981,1.5641088995918,1.51528907795208,1.58403398173539,1.80230333555727,1.53962201171982,1.71135733713313,1.52070716854954,1.47162522934542,1.55104316534414,1.55687418264869,1.5660825654942,1.58386075523448
1.61104113021983,1.73000265985979,1.64713417155878,1.3790811444681,1.42260914175091,1.50455428835075,1.50411516811315,1.48713163037377,1.48673008892947,1.58982710371833,1.67139115915963,1.66993809273457,1.36106554437371,1.48547208158958,1.363194884156,1.44708985610649,1.43445781125581,1.57623905907424
1.68031967809424,1.7320187674413,1.6262134313933,1.58582122842444,1.40153431532402,1.42009738768734,1.50675057066412,1.49368394404201,1.41860721261894,1.46395725583596,1.48378745503391,1.55698344767449,1.56662381966718,1.45045006331559,1.46216392595991,1.61478282754818,1.52987022151399,1.5850640082629
1.39013332734587,1.42566742043345,1.39123165010307,1.41199213901556,1.58793344639429,1.52696995600847,1.34821719900162,1.29349798108801,1.35364024372575,1.57562581481809,1.59069906336783,1.57087313362335,1.49039966978182,1.48048175315922,1.62338385471748,1.76246858968157,1.5678538685343,1.71615144549477
1.45457764985015,1.4484239905873,1.53519801344253,1.49156331138985,1.61183755284575,1.53817107797852,1.29674817870372,1.38378607324634,1.29310428249422,1.59331448306111,1.61455059977926,1.56335672256033,1.51794074786958,1.5452241126556,1.58519697294309,1.62658866364247,1.63250244790193,1.58263527516602
1.46492062778509,1.46242686151167,1.43593016458136,1.3980289197477,1.47845264370989,1.56499589165944,1.35597360455015,1.3129996130146,1.31461160965667,1.64983188583773,1.6314963814544,1.39905651249399,1.6248106713051,1.53941720986903,1.58805997561946,1.64741922172528,1.52465395622508,1.69179317144754
1.54464323225578,1.64933461147765,1.6006490383305,1.42176822107494,1.51998615849917,1.46168551818256,1.39674960793156,1.39205125706902,1.38154270496908,1.54297485791069,1.6097993921538,1.442509331466,1.49297126934938,1.62204909641156,1.60804402866561,1.61256747618731,1.6557731784536,1.50963295207513
1.44907885955825,1.53009472621661,1.54084098454302,1.4545379612393,1.57719138927891,1.45584763834376,1.44699046308415,1.38346150609626,1.36255770593827,1.50727714556632,1.60416962098423,1.61600304869537,1.55946286723529,1.55329084314125,1.58412758050266,1.63085617928435,1.60164719126607,1.62535587351207
1.51854818010574,1.49610877479299,1.44672472086693,1.47755375725419,1.49617444887098,1.54677160155341,1.37226255138468,1.33563896709612,1.37932427358464,1.49390092617311,1.45788104219077,1.51469107117176,1.4668650765069,1.52613290064945,1.64631032136399,1.59598313535343,1.59605838539121,1.76681513316166
1.55605767032731,1.46867582658352,1.54335831373786,1.34180169161864,1.399018314158,1.37243206542629,1.3103773922946,1.33265548439002,1.32605853921407,1.50212705778131,1.61325629324073,1.66870170772786,1.50600123673655,1.42979271418036,1.59076695409196,1.48478879827763,1.54012481121796,1.60115452902666
1.37041799682498,1.42965976709395,1.40265946850978,1.41237754037174,1.39010101538627,1.451343349031,1.33701713348608,1.35206895429514,1.19023513013674,1.59997479453231,1.53237609414156,1.47609614643754,1.54609897144743,1.42013429637398,1.59436976974694,1.5979459904071,1.60051641242904,1.53624534643025
1.43814283014359,1.446264823708,1.45868654733191,1.40869574636717,1.4629238560432,1.4778032359537,1.34275472472957,1.30671840544335,1.33439518541294,1.43685601620694,1.55136061125971,1.5559431725268,1.43804634442008,1.51279948232874,1.44610731106567,1.48295812406842,1.63888464196686,1.56472063321823
1.75869964942778,1.7473337518589,1.64026314023993,1.60025934615507,1.69531091313481,1.5914333204144,1.70683049379749,1.6083354689914,1.56198107735372,1.85675585159225,1.83204006132912,1.75380706033632,1.77684495636265,1.69409007653529,1.68198030698272,1.66616746489316,1.62531282550257,1.58692026408702
1.68961983774443,1.62690933449258,1.62300592432507,1.59789770982604,1.53760224815596,1.55629876791104,1.71586297068299,1.69597590482176,1.77006989289529,1.78523216139667,1.72109284157157,1.72478698498141,1.62068491315852,1.71656377976893,1.6013457772073,1.70641992956005,1.65780963398192,1.67482998243347
