C1M1,C2M1,C3M1,C1M2,C2M2,C3M2,C1M3,C2M3,C3M3,C1M4,C2M4,C3M4,C1M5,C2M5,C3M5,C1M6,C2M6,C3M6
0.55371173618791,0.58944562121855,0.623554636124851,0.652015159191776,0.680225299830671,0.707483895881656,0.738269010046345,0.768266991692081,0.80106842441514,0.836465775128924,0.878227474419279,0.918804527069429,0.947183154536671,0.975326383495843,1.01559721186341,1.04788535798352,1.0840598765353,1.11642142550282
0.610663285338288,0.646710790507652,0.681678147165672,0.703941781818463,0.73107147715624,0.761942167305008,0.795867670982569,0.836438565228159,0.863326147117166,0.892563534596349,0.930738485427488,0.962183491546111,0.992395518914202,1.0258022330204,1.05862335312881,1.09125915268631,1.13243739081874,1.16820598251529
0.44398930685527,0.47908565130423,0.519653138090679,0.556034159486331,0.583956105320373,0.613632707368552,0.648684321662195,0.680693300695468,0.717909266211643,0.752871270661362,0.785540365686385,0.824947699193556,0.85110765008218,0.880875820923714,0.913337705236728,0.949469373223122,0.983413210415298,1.02032871157808
0.472241106339325,0.507577138261768,0.541936601473406,0.567074428055104,0.600434758925914,0.633625062706076,0.652877695212124,0.683667194556783,0.718145965024794,0.745324522352553,0.780382436703892,0.82057552891352,0.857646615787954,0.88916358654686,0.918388462810766,0.949044898027289,0.978132624001756,1.00992901503647
0.528572802500855,0.566043783233389,0.606857294199125,0.628317602761126,0.66217736302891,0.691200454844344,0.722347302403482,0.750990937405793,0.782368411463705,0.809337474348996,0.844968878770253,0.878394333629839,0.90651495158758,0.932104630986111,0.960392921554871,0.993190179479638,1.0206280750475,1.05738385471395
0.489002022729503,0.52489361131427,0.557249510513125,0.580985645118142,0.611518034878767,0.638054671894881,0.663346573546757,0.69792962962726,0.735766281716696,0.768921292560019,0.810976835306678,0.850599135054152,0.885426667555117,0.929308690915921,0.967126424285383,1.00147753665108,1.03945385751294,1.0796921143787
0.587363243789351,0.627946855431653,0.664524217235695,0.693134977667944,0.722955154837695,0.746451384517663,0.777661846657713,0.801369774251048,0.828428490159578,0.87028975845362,0.896765799264682,0.939185727910224,0.984010180248011,1.02537818752625,1.06602902417478,1.09912821851646,1.13260123197288,1.1688078903179
0.390198302582707,0.420926086352355,0.455304227845679,0.48016208704335,0.505820373487075,0.529894188809222,0.559181151419738,0.59348179655849,0.626119947079759,0.661117976893421,0.701354527243136,0.733461502521131,0.768468486893705,0.810072663144469,0.839912428922686,0.873195003304096,0.909542824974258,0.94182742487518
0.532900945067447,0.567848809026218,0.605543449547433,0.632224505990712,0.660054258514429,0.698321704449461,0.735666379159345,0.77070415547581,0.806458173821914,0.842533439636402,0.876679880734929,0.914201124539754,0.943154560045189,0.979938934502771,1.02100818374626,1.05887369572026,1.08477741159426,1.11744562675467
0.504418389872377,0.539406370752255,0.576115283220251,0.612645281938515,0.64387205178275,0.662896621552672,0.695707329180068,0.727494749866847,0.761457218649295,0.804596997517011,0.833668904809031,0.863479613303218,0.897913442112264,0.928565456572682,0.965976133287149,1.00737728905625,1.04814030210633,1.08406088789651
0.489243384779058,0.516614336214401,0.542228048773386,0.58038515391907,0.611816574730706,0.662548678376527,0.692850789918545,0.712995072082755,0.742431109882949,0.781274551273443,0.81066423070275,0.846486252698339,0.887728923707153,0.92224794123374,0.94721108841685,0.983718043371608,1.02003263653635,1.04161874203739
0.479738454737275,0.505183475778482,0.538265361230323,0.565026894237231,0.599899985216961,0.632828230902398,0.655920757004771,0.691451757781174,0.723851576297507,0.751783006314939,0.785504826043223,0.816282313683633,0.846007615003553,0.876332253847633,0.907669979020689,0.940371082222256,0.969104109092457,1.01117475560528
0.624647645741607,0.656707818919644,0.695130707576166,0.729474567704088,0.75828600368624,0.796807311671887,0.821487167801345,0.852684227138032,0.890319843966926,0.921358699024676,0.952182720671784,1.00694647666655,1.03644624660265,1.07153650174998,1.11241353921583,1.13758625861561,1.16992235812609,1.20785740127631
0.472148958326467,0.498083216757678,0.53186713693432,0.561783196768499,0.589732570138187,0.619178726730497,0.654403399350469,0.686776809753559,0.717730914650637,0.751963356083544,0.780530803199202,0.818723542617077,0.849399232428008,0.874519490428428,0.915126167187004,0.958566648012793,0.991037841401504,1.02248329318721
0.510053427172353,0.541747155356246,0.57514442213424,0.608347669040582,0.640450502368996,0.673410470186954,0.717339947734085,0.752684703818791,0.789801917742045,0.826608143905361,0.863135765402083,0.90301835312015,0.940464500298344,0.975737381711733,1.01639798083321,1.04928893818164,1.08633341457442,1.11588010862368
0.441199012098489,0.480577601753457,0.523812339619486,0.560321559067081,0.597906180422854,0.631503005733992,0.670652556899005,0.700679202048561,0.733365132317581,0.766428820655065,0.801834815289272,0.844415931389705,0.883590947341115,0.915991241781188,0.950993796014054,0.991635175761886,1.02724426067299,1.06713794432079
0.546114863510313,0.594025380554394,0.626515564616198,0.670160627232823,0.710906584967552,0.738740921463464,0.770623925493016,0.801926340636825,0.839184807587407,0.860664721987422,0.893702200365874,0.931751811663284,0.972401821486567,1.00665711259019,1.04803908301875,1.08509548001889,1.12555398344946,1.16288990786713
0.554334487979488,0.59939577508424,0.626178220781562,0.663893256513567,0.701847828716227,0.732328357048053,0.768013320878201,0.797021058475974,0.835243995443482,0.875779310964189,0.910657703062197,0.941905659418765,0.977242359948735,1.00729881370519,1.04083439928387,1.08172717807551,1.11585369296155,1.14935462325302
0.458504848887583,0.492957486513411,0.526437405525814,0.55628329478587,0.591660980105635,0.617315082975771,0.648584266215439,0.687453275955924,0.71421401550471,0.74863912268862,0.787334575157703,0.825622380050617,0.858885281963755,0.891486402303157,0.926236206778976,0.967982874718718,1.01113274407831,1.04925898875249
0.54555597692586,0.582280453164781,0.614132103173078,0.65108012135136,0.695797453731112,0.734754279416942,0.781292938150953,0.816403246586016,0.856602939945598,0.891818683909989,0.930994290030454,0.963110225215998,1.00066770339518,1.0346849909073,1.07292687130613,1.1110297767958,1.14166810392753,1.17337075116638
0.508349363624164,0.540776722591291,0.578422655083641,0.608285050373953,0.64880313084538,0.682610493449694,0.714067875037092,0.754391503156734,0.790280150876443,0.820876252854921,0.860062833603563,0.898782139043083,0.931194154310514,0.969778498368597,1.00705115217161,1.04651814873448,1.08145605009406,1.11187307523737
0.42910756432628,0.458861884469753,0.497929063035402,0.530258408170897,0.56127646949085,0.591380531952633,0.626831998409173,0.6566888590129,0.691610502786912,0.722855711227616,0.765252835748486,0.806607018377004,0.844033576076488,0.877014486021592,0.910877551098932,0.94805211521292,0.982243187542783,1.02044980619087
0.426794463408643,0.464401551945027,0.500523104589272,0.538118460643581,0.568244685677036,0.612743062696523,0.650632131989105,0.695980850739888,0.73201947361413,0.768276783275711,0.803278736718613,0.831504294186051,0.871771281346225,0.917489148146255,0.955851394000865,0.989613726552157,1.02550135864671,1.0582002668279
0.542205112327351,0.571822876333872,0.612296785595345,0.648182009254472,0.676509103780663,0.704947281363905,0.73548820697249,0.766683145167662,0.795208688054944,0.825237157790343,0.861192835845795,0.887273840275593,0.920192102636513,0.956508336533268,0.987477389331575,1.02862089761235,1.06590801912979,1.09565274195793
0.478272900535471,0.514644292168589,0.562220715536864,0.591173522189678,0.622244078636907,0.655152244965181,0.690668540033469,0.726675350121175,0.760154346758407,0.803792946513187,0.843829123944361,0.876004594655694,0.914194665940007,0.953368511631167,0.989067372571514,1.02408132302256,1.06235676201063,1.10027691896926
0.457686841422058,0.503758262889345,0.543073042336109,0.576602053368246,0.615419899339301,0.648494515993447,0.692639526802515,0.726427045929729,0.759630803019579,0.803913258987147,0.849654811244476,0.898830956183695,0.936043978708084,0.975543486939847,1.01341330536115,1.05128938707362,1.09366026798225,1.13791812296992
0.599757508348446,0.642247150655618,0.68288939009646,0.716440076649824,0.75132645438967,0.787767439202953,0.826063494626867,0.865786237120226,0.909516853219278,0.942307540680669,0.977637725528149,1.01768948401394,1.05635400638114,1.09047022042861,1.12727559971752,1.17790134956634,1.21206786728472,1.25446396248591
0.407973582572597,0.445450130136895,0.485397759874239,0.523001386089392,0.559433279075245,0.584708259437623,0.621413752595252,0.656693382026024,0.699506382055805,0.740949789524621,0.783868667873076,0.818959884145178,0.85342368055097,0.894543162581212,0.930102057697041,0.968890063070945,1.00646609028284,1.04689064385085
0.518333484590986,0.563620762422389,0.614333077944141,0.642751608727493,0.673708195837741,0.709611776277538,0.739474645789218,0.777272371861679,0.817273986430288,0.85827749098274,0.894880229253772,0.933375528047059,0.966770213371121,0.998922269604159,1.04611922880828,1.08489924357559,1.11600307589693,1.15600777991657
0.564525918887888,0.598092678458191,0.641483118787601,0.666316662090232,0.701611364444566,0.726637779214731,0.760983921577217,0.794234052509697,0.833698612916746,0.871569378657825,0.913869057685264,0.958822598352786,0.99706049785123,1.03430485754249,1.06830701232222,1.10736595354653,1.15028219378848,1.19215101334693
0.533983819368434,0.573674109853597,0.616574312652274,0.645886400914489,0.678575069830507,0.713000784122146,0.754332510116983,0.792908452937131,0.829347269098673,0.87511506953602,0.915328565100924,0.949925332669917,0.983443673457946,1.02866467116147,1.06275553730554,1.1071030613231,1.15206107871296,1.19203711835589
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
